name,name_variants,tier,mentors,promise,audience_nicho,deliveries,social_proof,page_number,is_ai,ai_relevance,ai_notes,attendees_with_club_field,members_count,guests_count,family_table_count,pista_premium_count,arquibancada_count
TÁSSALA CLUB,Tássala Club,bronze,Fer Miguel | Rafa Moraes,"Você pode ser excelente tecnicamente e ainda assim permanecer no mesmo nível. Porque não é sobre medicina, é sobre negócio. Médicos não precisam de mais esforço, mas de estrutura para crescer com lucro, previsibilidade e liberdade. É isso que construímos com um ecossistema financeiro que organiza, protege e acelera o crescimento.",medicina / saúde,"ENCONTROS: 2 encontros presenciais ao longo do ano + 18 encontros de hotseat | ACOMPANHAMENTO: com mentoras e equipe especializada, planejamento financeiro pessoal e estratégico empresarial | FERRAMENTAS: Área de membros, IA para gestão financeira, plataforma de controle para mentorados + Grupo de Wpp | EXPERIÊNCIAS: Viagem com os mentorados, gestor de viagens exclusivo dos membros, ecossistema financeiro com todas as",roi=400% de ROI médio | indicador=+100 médicos ativos no ecossistema | indicador=médicos ativos no ecossistema | indicador=60% de retenção desde 2022,214,False,adjacent,"menciona IA como pilar/ferramenta, não como tese",17,7,10,5,0,12
V.E.M CLUB,V.E.M Club,bronze,Núbia Maurelli,"O V.E.M Club é para mulheres empresárias que querem profissionalizar vendas de alto valor, expandir negócios e construir autoridade. Trabalhamos identidade, método, posicionamento, rotina comercial, conexões estratégicas e movimento. Entrega: aumento real de faturamento com método, estrutura e presença.",educação / mentores,"ENCONTROS: Encontros presenciais estratégicos com foco em vendas de alto valor, identidade, método e ritmo comercial. | PLATAFORMA: Plataforma exclusiva com o Método V.E.M Club, aulas, materiais oficiais e gravações dos encontros. | WHATSAPP: Grupo fechado para orientação diária, networking ativo, rotina comercial e cultura de movimento. | MESA DA DIREÇÃO + EXPERIÊNCIAS: Sessões individuais premium com a mentora + experiências exclusivas de conexões, palestras, networking e","indicador=+2.000 mulheres impactadas diretamente pelos meus programas, | indicador=mulheres impactadas diretamente pelos meus programas, mentorias, eventos e | indicador=+300 profissionais acompanhadas de forma mais profunda através | indicador=profissionais acompanhadas de forma mais profunda através de mentorias, vivências, | indicador=+2 países atuando oficialmente com projetos e conexões estratégicas (Brasil e Dubai).",219,False,none,,63,6,57,6,15,42
VALYOR,,bronze,Sheyla Silva | Gonzalo Reinol,"A Valyor é um grupo seleto para empresários, mentores e profissionais liberais, que desejam expandir sua vida, seus negócios e sua liderança. Sheyla Silva e Gonzalo Reinol focam em Reprogramação Mental, vendas, comunicação, liderança e modelos de negócio escaláveis, com propósito e legado.",educação / mentores,ENCONTROS: 4 Semanais online + 2 presenciais por ano | PLATAFORMA: acesso a plataforma com encontros gravados e a metodologia | WHATSAPP: grupo exclusivo de whatssap com os membros e mentores | ACOMPANHAMENTO: acompanhamento individualizado com Sheyla Silva e Gonzalo Reinol,indicador=+17 anos impactando e transformando empresarios e lideres | indicador=+7 digitos na abertura do club | mentorados=+45 mentorados Internacional | mentorados=Internacional mentorados em outros países,217,False,none,,0,0,0,0,0,0
VANGUARD CLUB,,bronze,Flávio Tavares | Rafael Teles | Agnaldo Utuari | Rodrigo Baraldi,"O Vanguard Club é um movimento para advogados e que querem crescer com mais posicionamento, valor e previsibilidade. Na jornada, trabalhamos mentalidade, produto, precificação, vendas e marketing para transformar competência jurídica em um negócio forte, rentável e preparado para liderar o futuro da advocacia.",jurídico,ENCONTROS: 48 encontros online por ano + 2 imersões presenciais exclusivas. | ACOMPANHAMENTO: 12 encontros individuais online por ano. | DIAGNÓSTICO: Diagnóstico e rota de crescimento com implementação guiada. | ECOSSISTEMA: Acesso ao ecossistema Vanguard.,faturamento=+70 milhões de faturamento | faturamento=milhões de faturamento total do grupo | socios=+20 membros no grupo,216,False,none,,0,0,0,0,0,0
VEL MED CLUB,Vel Club,bronze,Camila Kill | Christian Ferreira,"Para médicos que desejam iniciar suas clínicas do zero ou aumentar o faturamento através das vendas + marketing, escala + modelo de negócio e liderança. Ao longo dos encontros, os membros são estimulados nestas áreas para além das expectativas, se tornando agentes transformadores.",medicina / saúde,ENCONTROS: 3 encontros presencias de 1 dia + 24 encontros online ao ano | ACESSO: às aulas gravadas | WHATSAPP: grupo exclusivo do WhatsApp com todos os sócios e mentores | EXCLUSIVO: consultoria e acompanhamento individual /experiências exclusivas,socios=+30 sócios | socios=sócios 100% | faturamento=100% aumento faturamento | faturamento=+15 milhões faturamento acumulado | faturamento=milhões faturamento acumulado,218,False,none,,81,18,63,4,52,25
VET PRIME CLUB,Vet Prime Club,bronze,,,generalista,,,,False,none,sem página no book,14,7,7,5,0,9
VIDA DE MÉDICO,,bronze,Emmerson Badaró,"Mentoria para oftalmologistas que querem crescer, guiada por quem vive o que ensina. Movida por excelência técnica, ambição e ética. Aqui você atrai e fideliza pacientes qualificados, vende procedimentos e cirurgias de alto valor e organiza seu modelo de negócio. A promessa: prosperar com ética, sem abrir mão da qualidade de vida.",oftalmologia / ótica,ENCONTROS: Semanais online em grupo e + 2 encontros presenciais por ano. | PLATAFORMA: com acesso ao método VDM e encontros gravados | WHATSAPP: Comunidade exclusiva para networking e crescimento entre oftalmologistas. | SUPORTE INDIVIDUAL: Plano de ação e acompanhamento individualizado com o mentor,faturamento=+60 milhões de faturamento anual do grupo | faturamento=milhões de faturamento anual do grupo | roi=+80% tiveram ROI em 3 meses,220,False,none,,0,0,0,0,0,0
VIRTUS CLUB,,bronze,Wil Guimarães,"A Virtus Club é uma mentoria premium para médicos éticos que estão dispostos a se tornarem protagonistas de suas carreiras, transformar a vida de seus pacientes, crescer o faturamento de particular de forma previsível e desfrutar de qualidade de vida junto às suas famílias.",medicina / saúde,ENCONTROS: Encontros online semanais + 2 encontros presenciais por ano para médicos. | TREINAMENTOS: Encontros online semanais para o time de vendas. | WHATSAPP: Grupo exclusivo para acompanhamento e trocas. | ACESSO: Acesso às aulas gravadas em plataforma online.,socios=+30 sócios no grupo | indicador=+12 mil vidas transformadas por ano | faturamento=+18 milhões como faturamento | faturamento=milhões como faturamento anual estimado do grupo em 2026.,121,False,none,,0,0,0,0,0,0
VISION CLUB,Vision Club,bronze,Júlio Pereira | Mirian Pereira,"Nosso clube é para líderes visionários e empresários ambiciosos que desejam ampliar impacto, liderar transformações e deixar um legado. Oferecemos mentoria de alto nível, networking estratégico e conteúdos exclusivos para acelerar crescimento. Com foco em liderança, inovação e estratégias, capacitamos você para ser um catalisador de mudanças e referência em sua área.",educação / mentores,ENCONTROS: 3 encontros presenciais durante o ano | PLATAFORMA: com conteúdos exclusivos | WHATSAPP: grupo exclusivo com todos os sócios e mentores | ONLINE: 2 encontros online por mês com o mentor,socios=+50 sócios no grupo | indicador=+60 mil vidas impactadas +26 | indicador=+26 anos de experiência | indicador=anos de experiência,157,False,none,,19,5,14,6,9,4
VOÁ MENTORING,,bronze,Greyce Xavier,"VOÁ é uma mentoria para médicos e empresários que desejam alinhar autoimagem, imagem externa e posicionamento estratégico ao faturamento que merecem. Com método autoral baseado em neurociência, física quântica e comunicação não verbal, transforma identidade em resultados exponenciais.",medicina / saúde,"ENCONTROS: Encontros presenciais exclusivos (2x ao ano) + encontros individuais | PLATAFORMA: Plataforma com conteúdos, gravações e materiais estratégicos | EXPERIÊNCIAS: práticas e transformadoras que aprofundam o reposicionamento e fortalecem a autoridade",indicador=+1 milhão faturados em apenas 4 meses com mentorias | indicador=+ 250 médicos faturados em apenas 4 meses | indicador=médicos faturados em apenas 4 meses com mentorias | mentorados=+80% dos mentorados aumentaram ou mudaram seus resultados em até 90,221,False,none,,0,0,0,0,0,0
WE.MASTER EMERALD,we.master EMERALD | We.Master Emerald,bronze,Renata Pontes | Conrado Adolpho,"Projetado para empresários que buscam expandir seus negócios, com faturamento mensal entre R$200 mil e R$3 milhões. Oferece três encontros anuais e sessões interativas de hot-seats, focadas no crescimento e inovação empresarial.",educação / mentores,"ENCONTROS: 3 encontros presenciais de 3 dias e 9 encontros online | CONSULTORIAS: 3 consultorias Webliv (marketing e vendas, financeiro e gestão de pessoas) | HOTSEAT: com conselho de empresas para você e seu sócio | EXPERIÊNCIAS: experiências únicas durante o ano",faturamento=+174 milhões de faturamento total no grupo | faturamento=milhões de faturamento total no grupo | indicador=+60 empresas no grupo +529 | colaboradores=+529 colaboradores impactados | socios=+140 membros no grupo,222,False,none,,0,0,0,0,0,0
WINNERS CLUB,,bronze,Robinho Guedes,"Mentoria focada em crescimento, lucro e mentalidade, o Winners Club é uma comunidade de Contadores e Empresários que decidiram deixar o tradicional para viver a nova era dos negócios. Um ambiente de alta performance, onde se compartilham estratégias, experiências e práticas reais que geram resultado e mudam a frequência, com saúde e familia e espiritualidade.",contábil,"ENCONTROS: 3 Encontros presenciais de 1 dia ao longo do ano | PLATAFORMA: Plataforma de cursos gravados | EXCLUSIVO: Mentoria exclusiva one line ou presencial mensais para familia, diretores e sócios. | WHATSAPP: Grupo de WhatsApp",faturamento=+30 milhões de faturamento de sócios | faturamento=milhões de faturamento de sócios | socios=+30 sócios no clube | socios=sócios no clube + 10.000 | indicador=+ 10.000 empresas impactadas,223,False,none,,0,0,0,0,0,0
XYELLOW CLUB,XYellow Club,bronze,Robson Araújo,"Destinado para empresários e contadores que querem crescer com método, experiência e relacionamento. Aqui você domina experiência do cliente, retenção e marketing de indicação para transformar sua base em um motor previsível de crescimento. Um ambiente de estratégia, narrativa e execução acompanhada.",jurídico,"ENCONTROS: 3 encontros presenciais anuais + 3 encontros online mensais com foco em estratégia, CS e marketing de indicação | PLATAFORMA: Acesso à plataforma premium com gravações, frameworks, modelos e conteúdos de CS, onboarding e PIA | EXPERIÊNCIAS: Vivências práticas, bastidores reais e dinâmicas aplicadas ao método ACR para acelerar crescimento e retenção | WHATSAPP: Grupo exclusivo com mentores e membros para acompanhamento diário, dúvidas e direcionamento",faturamento=+84 milhões faturamento anual somado dos | faturamento=milhões faturamento anual somado dos membros do clube | indicador=+10 mil clientes atendidos pelos empresários e | indicador=clientes atendidos pelos empresários e escritórios do grupo | socios=+35 membros participando ativamente da | socios=membros participando ativamente da comunidade XYellow,224,False,none,,9,4,5,4,0,5
Z SCALE CLUB,Z CLUB,bronze,Leandro Reche,"Clube destinado para donos de clínicas que desejam aumentar faturamento com lucro e previsibilidade, com foco em mentalidade, marketing, vendas e programas de tratamento de alto valor",medicina / saúde,ENCONTROS: 2 encontros presenciais de 2 dias | PLATAFORMA: Plataforma de cursos gravados | EXCLUSIVO: Encontros individuais durante o ano | WHATSAPP: Grupo de WhatsApp geral + grupo individual com consultor,unidades=+723 clínicas impactadas | unidades=clínicas impactadas | faturamento=80% dobram faturamento | nps=NPS 94,226,False,none,,178,43,135,5,91,82
ZOE CLUB,Zoe Club,bronze,Rosângela Costa | Leticia Zoe,"Zoe club tem como objetivo transformar empresários e negócios por meio de uma jornada de crescimento baseada em propósito, conexão e resultados reais. Impulsionado em desenvolver uma nova mentalidades e impulsionar novas oportunidades de negócios",educação / mentores,ENCONTROS: 3 encontros presenciais + 24 Mentorias online em grupo | ACOMPANHAMENTO: individual | WHATSAPP: Grupo de Whatsapp exclusivo com todos os sócios e mentores | EXPERIÊNCIAS: Plataforma com conteúdos gravados | Experiências além da agenda de encontros anuais,"indicador=+15 segmentos diferentes | indicador=segmentos diferentes | indicador=+20 anos empreendendo com impacto, preparando e formando pessoas | socios=+40 sócios",225,False,none,,35,17,18,4,6,25
